userid	post	ques	ans	asker	ans1	severity1	ans2	severity2	ans3	severity3
kellyblake1	Q: Where were you born?<br>A: Bristol  England :) Southmead Hospital to be precise :)	Where were you born?	 Bristol  England :) Southmead Hospital to be precise :)	None	No	0	No	0	No	0
kellyblake1	Q: Whereu2019s Waldo?<br>A: Next to Donald Duck...in the pizza place across the road from the waterski lake.	Whereu2019s Waldo?	 Next to Donald Duck...in the pizza place across the road from the waterski lake.	None	No	0	No	0	No	0
kellyblake1	Q: Which 3 parts of your body would you love to be massaged most?<br>A: my neck  my back and.....my.....head? lol. Do you massage any other parts? lol	Which 3 parts of your body would you love to be massaged most?	 my neck  my back and.....my.....head? lol. Do you massage any other parts? lol	None	No	0	No	0	No	0
kellyblake1	Q: Which celebrity do most people say you resemble?<br>A: Hmmm  good question. I don't think I have really been compared. Once though  I was making dinner or a drink or something in the kitchen  and I noticed my dad staring at me from the side. I was like &quot;Dad  what?&quot; &quot;Ohh  nothing. You just REALLY looked like that red headed girl from skins then&quot; Emily?&quot; &quot;yeah  thats the one&quot; &quot;really?! Nahhhhhh&quot; &quot;you did. Just the angle and the hair&quot; &quot;Ohh  coool&quot; :D lol	Which celebrity do most people say you resemble?	 Hmmm  good question. I don't think I have really been compared. Once though  I was making dinner or a drink or something in the kitchen  and I noticed my dad staring at me from the side. I was like &quot;Dad  what?&quot; &quot;Ohh  nothing. You just REALLY looked like that red headed girl from skins then&quot; Emily?&quot; &quot;yeah  thats the one&quot; &quot;really?! Nahhhhhh&quot; &quot;you did. Just the angle and the hair&quot; &quot;Ohh  coool&quot; :D lol	None	No	0	No	0	No	0
kellyblake1	Q: Which do you feel is your most important sense? why?<br>A: Your sight  because without it  life may be more anticipated  but it would be too scary not to be able to see anything :S	Which do you feel is your most important sense? why?	 Your sight  because without it  life may be more anticipated  but it would be too scary not to be able to see anything :S	None	No	0	No	0	No	0
kellyblake1	Q: Which fruit do you think you resemble? haha :-P<br>A: HAHAHA!!!! I have NEVER even thought about that :S Ummm  a cherry? Strawberry? Sweet and goes with everything? lol	Which fruit do you think you resemble? haha :-P	 HAHAHA!!!! I have NEVER even thought about that :S Ummm  a cherry? Strawberry? Sweet and goes with everything? lol	None	No	0	No	0	No	0
kellyblake1	Q: Which genre of movies do you like most and why?<br>A: I LOVEEEEEEE Horror films!!!! I love the feeling of tension and suspense of them  and watching a story unfold is just amazing <3333 Also  to watch it with your partner  its an excuse to cuddle up  right? ;)	Which genre of movies do you like most and why?	 I LOVEEEEEEE Horror films!!!! I love the feeling of tension and suspense of them  and watching a story unfold is just amazing <3333 Also  to watch it with your partner  its an excuse to cuddle up  right? ;)	None	No	0	No	0	No	0
kellyblake1	Q: Which is a stronger emotion: anger or love?<br>A: I think Love is  because if you are angry at someone  you can surpass that  because you still love them. So all in all  I think love tops all :)	Which is a stronger emotion: anger or love?	 I think Love is  because if you are angry at someone  you can surpass that  because you still love them. So all in all  I think love tops all :)	None	No	0	No	0	No	0
kellyblake1	Q: which is better  being bullied or being ignored? :-(<br>A: Probably being ignored  because you can change that. Being bullied is horrible  and its all out of your control. Talk about messing with your head too! I think bullying is worse :(	which is better  being bullied or being ignored? :-(	 Probably being ignored  because you can change that. Being bullied is horrible  and its all out of your control. Talk about messing with your head too! I think bullying is worse :(	None	Yes	1	No	0	No	0
kellyblake1	Q: Which is the song that makes you cry? Have you ever felt like you hit rock bottom?<br>A: Probably something by Patrick Park. He is pretty depressing  even though I do love his music :D Rock bottom? Ohhh yessss I have. Steal trying to deal with that :(	Which is the song that makes you cry? Have you ever felt like you hit rock bottom?	 Probably something by Patrick Park. He is pretty depressing  even though I do love his music :D Rock bottom? Ohhh yessss I have. Steal trying to deal with that :(	None	No	0	No	0	No	0
kellyblake1	Q: Which is your favourite movie of all time? and your favourite scene in it?<br>A: Hmmm  If you asked me this question a year ago  then I would have said &quot;The Descent&quot;  hands down! It was a horror film  but it had so many aspects of those traditional horror films  it wasn't just relying on blood and gore to bring the viewers in (obviously it had that too)  but it was more than the recent horror that is being made...So anyway  I loved it until the second one came out  and it just didn't flow as well as the first  and it didn't make the plot go anywhere. If anything  it went slightly backwards  only because it cleared up things from the first one  that would have been nice left to the imagination... :(	Which is your favourite movie of all time? and your favourite scene in it?	 Hmmm  If you asked me this question a year ago  then I would have said &quot;The Descent&quot;  hands down! It was a horror film  but it had so many aspects of those traditional horror films  it wasn't just relying on blood and gore to bring the viewers in (obviously it had that too)  but it was more than the recent horror that is being made...So anyway  I loved it until the second one came out  and it just didn't flow as well as the first  and it didn't make the plot go anywhere. If anything  it went slightly backwards  only because it cleared up things from the first one  that would have been nice left to the imagination... :(	None	No	0	No	0	No	0
kellyblake1	Q: Which is your most recent favorite song?<br>A: Probably 'The Writer' by a certain Miss Goulding :D It's just beautiful!!! Have you heard it?	Which is your most recent favorite song?	 Probably 'The Writer' by a certain Miss Goulding :D It's just beautiful!!! Have you heard it?	None	No	0	No	0	No	0
kellyblake1	Q: which question made you awww? :-) i feel all special that i made you aww <3333<br>A: The one where you said about visiting England  how you want to come to Brighton or Bristol  depending on the time because there is someone you wanted to meet. That made me awwwww and really put a smile on my face for quite a while. So thank you ! <33333	which question made you awww? :-) i feel all special that i made you aww <3333	 The one where you said about visiting England  how you want to come to Brighton or Bristol  depending on the time because there is someone you wanted to meet. That made me awwwww and really put a smile on my face for quite a while. So thank you ! <33333	None	No	0	No	0	No	0
kellyblake1	Q: Which shoe do you put on first?<br>A: Whichever I pick up first  which usually turns out to be the left :)	Which shoe do you put on first?	 Whichever I pick up first  which usually turns out to be the left :)	None	No	0	No	0	No	0
kellyblake1	Q: Which song would you play first up when you wake up in the morning?<br>A: It changes  and its usually the song that im addicted to  whatever that may be. At the moment  its Ellie Goulding  Black and Gold. Surprise surprise :P	Which song would you play first up when you wake up in the morning?	 It changes  and its usually the song that im addicted to  whatever that may be. At the moment  its Ellie Goulding  Black and Gold. Surprise surprise :P	None	No	0	No	0	No	0
kellyblake1	Q: Which was the last movie you watched and liked? didnt like?<br>A: St Trinians :P I wanted to watch it for AGES  and I finally watched it the other day with my parents  and its not that great is it? I thought it was too stupid :S Like  I know it was a comedy but I didn't think it was a stupid slapstick film lol!	Which was the last movie you watched and liked? didnt like?	 St Trinians :P I wanted to watch it for AGES  and I finally watched it the other day with my parents  and its not that great is it? I thought it was too stupid :S Like  I know it was a comedy but I didn't think it was a stupid slapstick film lol!	None	No	0	No	0	No	0
kellyblake1	Q: Which was your favorite story as a child?<br>A: Well  don't laugh  but I can't even remember the name of it! It was a story of a dragon  who had no friends because he kept doing things wrong and pissing them off. I LOVED it  and I remember when I got too old for it  I still kept it by my bed as a security blanket thing. Gahhh  what was it called?! He was like  an orangey tall dragon thing  and he was really sweet :)	Which was your favorite story as a child?	 Well  don't laugh  but I can't even remember the name of it! It was a story of a dragon  who had no friends because he kept doing things wrong and pissing them off. I LOVED it  and I remember when I got too old for it  I still kept it by my bed as a security blanket thing. Gahhh  what was it called?! He was like  an orangey tall dragon thing  and he was really sweet :)	None	No	0	No	0	No	0
kellyblake1	Q: Which way does a compass point in space?<br>A: Which every way you want it to my darling. You can talk to them in space  did you know that? They listen and point wherever you wanted. They are like children  only nice :P	Which way does a compass point in space?	 Which every way you want it to my darling. You can talk to them in space  did you know that? They listen and point wherever you wanted. They are like children  only nice :P	None	No	0	No	0	No	0
kellyblake1	Q: Which would you choose  true love with a guarantee of a heart break or have never loved before? :&#039;-(<br>A: True love with a guarantee of heart break. Its better to have loved and lost  than to never have loved at all right? Even though  losing them in the end  is really fucking painful  but the moments shared with them  for me  really out do it :)	Which would you choose  true love with a guarantee of a heart break or have never loved before? :&#039;-(	 True love with a guarantee of heart break. Its better to have loved and lost  than to never have loved at all right? Even though  losing them in the end  is really fucking painful  but the moments shared with them  for me  really out do it :)	None	No	0	No	0	No	0
kellyblake1	Q: which would you prefer... too much light  or too little light?<br>A: Too little light :) Its not so harsh :) Also  when things are a little darker  then you can be a little more anticipated :) Plus its a lot more romantic :)	which would you prefer... too much light  or too little light?	 Too little light :) Its not so harsh :) Also  when things are a little darker  then you can be a little more anticipated :) Plus its a lot more romantic :)	None	No	0	No	0	No	0
kellyblake1	Q: Who am i to tell you  that i would never let you down?<br>A: You wouldn't let me down  perhaps not. But who's to say that you wouldn't lie me down...?	Who am i to tell you  that i would never let you down?	 You wouldn't let me down  perhaps not. But who's to say that you wouldn't lie me down...?	None	No	0	No	0	No	0
kellyblake1	Q: Who am I?<br>A: So you arent from lester? REallllllllllly? Are you sure about that? o_O	Who am I?	 So you arent from lester? REallllllllllly? Are you sure about that? o_O	None	No	0	No	0	Yes	1
kellyblake1	Q: Who are you rooting for in the Winter Olympics?<br>A: Ummm  the UK? I dont even know who is in it :S Thats how much im into my sport. Im a bad fan :( lol	Who are you rooting for in the Winter Olympics?	 Ummm  the UK? I dont even know who is in it :S Thats how much im into my sport. Im a bad fan :( lol	misspeg	No	0	No	0	No	0
kellyblake1	Q: Who are you straight for?<br>A: Jimmy Carr ;);)	Who are you straight for?	 Jimmy Carr ;);)	None	No	0	No	0	No	0
kellyblake1	Q: Who came first Kathryn or Kathryn? (and no that&#039;s not a trick question...hopefully you&#039;ll understand!)<br>A: Kathryn? :/	Who came first Kathryn or Kathryn? (and no that&#039;s not a trick question...hopefully you&#039;ll understand!)	 Kathryn? :/	misspeg	No	0	No	0	No	0
kellyblake1	Q: who do you aspire to be like?<br>A: I actually dont really aspire to be anyone. I think everyone is different  and you can want to do something that someone else has done  but if you aspire to actually be them  you are always going to be disappointed :)	who do you aspire to be like?	 I actually dont really aspire to be anyone. I think everyone is different  and you can want to do something that someone else has done  but if you aspire to actually be them  you are always going to be disappointed :)	None	No	0	No	0	No	0
kellyblake1	Q: who do you ship in real life?<br>A: Who do I ship? If I told people  that would be like letting people on board for free. Need to pay for your tickets :P	who do you ship in real life?	 Who do I ship? If I told people  that would be like letting people on board for free. Need to pay for your tickets :P	None	No	0	No	0	No	0
kellyblake1	Q: Who does the Olympics have 5 rings?<br>A: Who? You mean why? No clue :S	Who does the Olympics have 5 rings?	 Who? You mean why? No clue :S	misspeg	No	0	No	0	No	0
kellyblake1	Q: Who ever is asking it is me that puts the little noses between : and ) ect. Who is asking anyway? :-D<br>A: I don't think I can answer that :/	Who ever is asking it is me that puts the little noses between : and ) ect. Who is asking anyway? :-D	 I don't think I can answer that :/	None	No	0	No	0	No	0
kellyblake1	Q: Who is it?<br>A: Now that would be telling ;) haha	Who is it?	 Now that would be telling ;) haha	None	No	0	No	0	No	0
kellyblake1	Q: Who is your celebrity look-a-like? How about looks? How about personality? :-D yay for recycled questions!!<br>A: Yay indeedo! Can I be boring and say I don't have a clue? lol. Who would you think I resemble? :) Personality wise  I can't really say either  only because I don't think celebrities are in the spotlight enough to see their true personalities. A bit of a crap question to ask you wasn't it really? :(	Who is your celebrity look-a-like? How about looks? How about personality? :-D yay for recycled questions!!	 Yay indeedo! Can I be boring and say I don't have a clue? lol. Who would you think I resemble? :) Personality wise  I can't really say either  only because I don't think celebrities are in the spotlight enough to see their true personalities. A bit of a crap question to ask you wasn't it really? :(	None	No	0	No	0	No	0
kellyblake1	Q: Who named you?<br>A: My dad did actually.  My mum named my sister  Charlotte so it was my dad's turn to name me. If they went with my mums choice  I would have been called 'Emily'. Quite funny considering I AM EMILY when it comes to Skins and relating to her character lol :P	Who named you?	 My dad did actually.  My mum named my sister  Charlotte so it was my dad's turn to name me. If they went with my mums choice  I would have been called 'Emily'. Quite funny considering I AM EMILY when it comes to Skins and relating to her character lol :P	None	No	0	No	0	No	0
kellyblake1	Q: Who told you they loved you last?<br>A: Carla Price...precisley 2 hours ago ;)	Who told you they loved you last?	 Carla Price...precisley 2 hours ago ;)	None	No	0	No	0	No	0
kellyblake1	Q: Who was the last person you said &quot;I love you&quot; to?<br>A: ERmmm  probably a friend :)	Who was the last person you said &quot;I love you&quot; to?	 ERmmm  probably a friend :)	None	No	0	No	0	No	0
kellyblake1	Q: Who was the last person you talked to on the phone?<br>A: Ermmm well the phone just rang and it was those stupid automatic call things &quot;Are you aware that over 5 million people in Britain every year pay more for their gas prices-&quot; &quot;-BEEEP!&quot; Hang up lol. They do my head in! Why do people constantly feel the need to ring you up and put you onto a machine the other end? Thats what a phone is for :S Its different if you ring them and get a machine  but the other way around? Psssssh! Its like my voicemail calling you :S	Who was the last person you talked to on the phone?	 Ermmm well the phone just rang and it was those stupid automatic call things &quot;Are you aware that over 5 million people in Britain every year pay more for their gas prices-&quot; &quot;-BEEEP!&quot; Hang up lol. They do my head in! Why do people constantly feel the need to ring you up and put you onto a machine the other end? Thats what a phone is for :S Its different if you ring them and get a machine  but the other way around? Psssssh! Its like my voicemail calling you :S	None	No	0	No	0	No	0
kellyblake1	Q: Who would you cast to play you in a movie?<br>A: probably Drew Barrymore  only because she comes across very much as the sweet and innocent girl  which a shy side  a geeky side and a dorky idiot. Which I think I have elements of :/	Who would you cast to play you in a movie?	 probably Drew Barrymore  only because she comes across very much as the sweet and innocent girl  which a shy side  a geeky side and a dorky idiot. Which I think I have elements of :/	None	No	0	No	0	No	0
kellyblake1	Q: who would you never want to meet?<br>A: Hmmm  can I say re-meet? the girl who bullied me at school. Because it would result in name calling ;) lol!	who would you never want to meet?	 Hmmm  can I say re-meet? the girl who bullied me at school. Because it would result in name calling ;) lol!	None	No	0	Yes	10	Yes	2
kellyblake1	Q: WHO&#039;S BETTER LOOKS &amp;&amp; SINGING WISE: BEYONCE OR TAYLOR SWIFT ?<br>A: Singing wise  there isnt even a choice. I think Beyonce is very natural looking  but I would say  personally  Taylor Swift. Beyonce is the GOD of singing voices :)	WHO&#039;S BETTER LOOKS &amp;&amp; SINGING WISE: BEYONCE OR TAYLOR SWIFT ?	 Singing wise  there isnt even a choice. I think Beyonce is very natural looking  but I would say  personally  Taylor Swift. Beyonce is the GOD of singing voices :)	None	No	0	No	0	No	0
kellyblake1	Q: Who&#039;s the funniest person you know?<br>A: You ;);)	Who&#039;s the funniest person you know?	 You ;);)	None	No	0	No	0	No	0
kellyblake1	Q: Who&#039;s the most underrated actor?<br>A: Without doubt  Lily Loveless	Who&#039;s the most underrated actor?	 Without doubt  Lily Loveless	None	No	0	No	0	No	0
kellyblake1	Q: who&#039;s your best ship?<br>A: Ummmm  no idea :S	who&#039;s your best ship?	 Ummmm  no idea :S	None	No	0	No	0	No	0
kellyblake1	Q: whos this person asking about kissing and hugging ? :)<br>A: At the moment  its you :P I think  in time  if they want to give themselves away  then they are welcome to. But for the moment  I shall not reveal the mystery ;)	whos this person asking about kissing and hugging ? :)	 At the moment  its you :P I think  in time  if they want to give themselves away  then they are welcome to. But for the moment  I shall not reveal the mystery ;)	None	No	0	No	0	No	0
kellyblake1	Q: Wht do you ship me and Louise?<br>A: Why?! You need me to answer that?! Once you sort out your sexuality (and Louise for that matter) you both are totally on ;)	Wht do you ship me and Louise?	 Why?! You need me to answer that?! Once you sort out your sexuality (and Louise for that matter) you both are totally on ;)	None	No	0	No	0	No	0
kellyblake1	Q: Whuts the deal with Chicken McNuggets? What part of the chicken are these things from?<br>A: I think they come from all over the chickens body. Head  legs  claws  eyes  beak  and perhaps a tiny bit of the breast?  Altogether  IT TASTES GOOOOD ;) Only joking  I don't like fast food  probably because there isn't enough chicken heads in there. Just saying...	Whuts the deal with Chicken McNuggets? What part of the chicken are these things from?	 I think they come from all over the chickens body. Head  legs  claws  eyes  beak  and perhaps a tiny bit of the breast?  Altogether  IT TASTES GOOOOD ;) Only joking  I don't like fast food  probably because there isn't enough chicken heads in there. Just saying...	None	No	0	No	0	No	0
kellyblake1	Q: Why are Softballs hard?<br>A: Because thats how you win. Didn't you know? They call it softball to attract all the girls  then you hit them in the head  and BINGO! You have a free court ;)	Why are Softballs hard?	 Because thats how you win. Didn't you know? They call it softball to attract all the girls  then you hit them in the head  and BINGO! You have a free court ;)	None	No	0	No	0	No	0
kellyblake1	Q: Why are there flotation devices under plane seats instead of parachutes?<br>A: HAHA! I think someone should devise a thing where both are built in one. Do you reckon? Hmmm  might be onto something there  there could be money in this ;)	Why are there flotation devices under plane seats instead of parachutes?	 HAHA! I think someone should devise a thing where both are built in one. Do you reckon? Hmmm  might be onto something there  there could be money in this ;)	None	No	0	No	0	No	0
kellyblake1	Q: Why are there seeds in seeded grapes  but no bones in a boned fillet? hmmm...<br>A: I would totally never buy a boned fillet if that was the case.. I can see the headlines now &quot;Anyone for chicken bone? Anyone for chicken bone? Oh yes  and the little bit of meat that surrounds it...&quot;	Why are there seeds in seeded grapes  but no bones in a boned fillet? hmmm...	 I would totally never buy a boned fillet if that was the case.. I can see the headlines now &quot;Anyone for chicken bone? Anyone for chicken bone? Oh yes  and the little bit of meat that surrounds it...&quot;	None	No	0	No	0	No	0
kellyblake1	Q: Why are they called stairs inside but steps outside?<br>A: De de de dahh de doooo *pretends I am not asked a question that stumps me* la la le loooo...	Why are they called stairs inside but steps outside?	 De de de dahh de doooo *pretends I am not asked a question that stumps me* la la le loooo...	None	No	0	No	0	No	0
kellyblake1	Q: Why are you so cute?<br>A: I am? :/	Why are you so cute?	 I am? :/	None	No	0	No	0	No	0
kellyblake1	Q: Why are your teeth so awesome?!<br>A: My teeth are awesome? You think? Or was that sarcasm? lol Thanks  I just maintain them  and take regular visits to the dentist. Up to now (touch wood)  I have never had any treatment or fillings in my teeth  so I must be doing something right :)	Why are your teeth so awesome?!	 My teeth are awesome? You think? Or was that sarcasm? lol Thanks  I just maintain them  and take regular visits to the dentist. Up to now (touch wood)  I have never had any treatment or fillings in my teeth  so I must be doing something right :)	None	No	0	No	0	No	0
kellyblake1	Q: Why aren&#039;t you out tonight? =O<br>A: I would have liked to  but stupid bad ass meeting in work  rather early I might add :'( WHY AREN'T YOU?! :P lol	Why aren&#039;t you out tonight? =O	 I would have liked to  but stupid bad ass meeting in work  rather early I might add :'( WHY AREN'T YOU?! :P lol	MaraR	No	0	No	0	No	0
kellyblake1	Q: Why didnt you answer your phone?<br>A: My phone never rings :S If you mean today  I was preoccupied :P	Why didnt you answer your phone?	 My phone never rings :S If you mean today  I was preoccupied :P	None	No	0	No	0	No	0
kellyblake1	Q: Why do banks leave the door wide open but the pens chained to the counter?<br>A: Because we aren't property of the bank  whereas the pens were hired as slaves to use...	Why do banks leave the door wide open but the pens chained to the counter?	 Because we aren't property of the bank  whereas the pens were hired as slaves to use...	None	No	0	Yes	3	No	0
kellyblake1	Q: Why do companies offer you &quot;free gifts?&quot; Aren&#039;t gifts by definition free?<br>A: Because it draws the spectator in....then...&quot;RARRRRRR! GOT YOU&quot; &quot;...bollocks...&quot; You have to do whatever they say now. You are under their spell. Kind of like a prostitute  but no sex or money...	Why do companies offer you &quot;free gifts?&quot; Aren&#039;t gifts by definition free?	 Because it draws the spectator in....then...&quot;RARRRRRR! GOT YOU&quot; &quot;...bollocks...&quot; You have to do whatever they say now. You are under their spell. Kind of like a prostitute  but no sex or money...	None	No	0	No	0	No	0
kellyblake1	Q: Why do most cars have speedometers that go up to at least 130 when you legally can&#039;t go that fast on any road? soooo not needed...<br>A: Thats for off road racing  aka track racing :P Well I dunno  perhaps? Or its a guide for your enemies? &quot;You hate them this much  hit them at this speed...&quot; etc ;)	Why do most cars have speedometers that go up to at least 130 when you legally can&#039;t go that fast on any road? soooo not needed...	 Thats for off road racing  aka track racing :P Well I dunno  perhaps? Or its a guide for your enemies? &quot;You hate them this much  hit them at this speed...&quot; etc ;)	None	No	0	No	0	No	0
kellyblake1	Q: Why do people more commonly skip breakfast than any other meal  considering that this is the time when the stomach is emptiest?<br>A: Well  I for one  never really feel that hungry when I wake up. I sleep at odd times (because of my insomnia) so when I get up  I normally wait until about 2ish and have a bit of toast which lasts me for breakfast and lunch. Here's my theory. When you get hungry  if you don't actually eat anything  after a while you start to go past it  and I for one  lose my appetite altogether. So here's my thinking. You are asleep overnight  thus losing your appetite whist you are asleep  then waking up having gone past it  and are no longer hunger? What do you think?	Why do people more commonly skip breakfast than any other meal  considering that this is the time when the stomach is emptiest?	 Well  I for one  never really feel that hungry when I wake up. I sleep at odd times (because of my insomnia) so when I get up  I normally wait until about 2ish and have a bit of toast which lasts me for breakfast and lunch. Here's my theory. When you get hungry  if you don't actually eat anything  after a while you start to go past it  and I for one  lose my appetite altogether. So here's my thinking. You are asleep overnight  thus losing your appetite whist you are asleep  then waking up having gone past it  and are no longer hunger? What do you think?	None	No	0	No	0	No	0
kellyblake1	Q: Why do people say  &quot;You can&#039;t have your cake and eat it too&quot;? Why would someone get cake if they can&#039;t eat it? :-?<br>A: Because thats just plain greedy!!! If you are given the cake  thats one out of 2. If there is no one else there  then fine  you can eat it too. If someone else is there though  tough shit. You had your half  now you need to let someone else eat it :P	Why do people say  &quot;You can&#039;t have your cake and eat it too&quot;? Why would someone get cake if they can&#039;t eat it? :-?	 Because thats just plain greedy!!! If you are given the cake  thats one out of 2. If there is no one else there  then fine  you can eat it too. If someone else is there though  tough shit. You had your half  now you need to let someone else eat it :P	None	No	0	No	0	No	0
kellyblake1	Q: Why do they call it &quot;getting your dog fixed&quot; if afterwards it doesn&#039;t work anymore? hahahah ;-)<br>A: &quot;getting your dog fixed&quot;? I haven't even heard that before lol.	Why do they call it &quot;getting your dog fixed&quot; if afterwards it doesn&#039;t work anymore? hahahah ;-)	 &quot;getting your dog fixed&quot;? I haven't even heard that before lol.	None	No	0	No	0	No	0
kellyblake1	Q: Why do we never hear of people coming from u2018left westu2019 or u2018right eastu2019  only &#039;down south&#039; and &#039;up north&#039;?<br>A: HAHAHAHAHA!!!! I think you should ask that to Obama  if he doesn't have a good enough reason  he may post it in his speeches ;)	Why do we never hear of people coming from u2018left westu2019 or u2018right eastu2019  only &#039;down south&#039; and &#039;up north&#039;?	 HAHAHAHAHA!!!! I think you should ask that to Obama  if he doesn't have a good enough reason  he may post it in his speeches ;)	None	No	0	No	0	No	0
kellyblake1	Q: Why do you come on formspring?<br>A: Cure for boredom :) Its not like anyone is really interested  but hey :)	Why do you come on formspring?	 Cure for boredom :) Its not like anyone is really interested  but hey :)	misspeg	No	0	No	0	No	0
kellyblake1	Q: Why do you hate hockey so much?<br>A: I don't hate hockey  at all  I just can't stay watching that little puck bounce about when I keep loosing it. It's all about finding the right distractions :P	Why do you hate hockey so much?	 I don't hate hockey  at all  I just can't stay watching that little puck bounce about when I keep loosing it. It's all about finding the right distractions :P	ultraviolet5	No	0	No	0	No	0
kellyblake1	Q: why do you love formspring? do you love formspring? do you love the anonymity of it?<br>A: Formspring  yeah I do love the anonymity of it. You can ask someone something  without actually asking them directly. So  it can save that awkward &quot;Why?&quot; moment that everyone dreads :P Formspring makes you question things  and I don't just mean that in the literal sense  it makes you question things about yourself  and as a result  you can find out things you didn't even know were there. Its informing :)	why do you love formspring? do you love formspring? do you love the anonymity of it?	 Formspring  yeah I do love the anonymity of it. You can ask someone something  without actually asking them directly. So  it can save that awkward &quot;Why?&quot; moment that everyone dreads :P Formspring makes you question things  and I don't just mean that in the literal sense  it makes you question things about yourself  and as a result  you can find out things you didn't even know were there. Its informing :)	None	No	0	No	0	No	0
kellyblake1	Q: Why does mineral water that has &quot;trickled through mountains for centuries&quot; go out of date next year?... and yes... i read the side information on water bottles... anything can amuse me ;-)<br>A: Because its contained inside a bottle? There is no oxygen getting to it? Ermmmmm  dunno lol. Its cute  continue :)	Why does mineral water that has &quot;trickled through mountains for centuries&quot; go out of date next year?... and yes... i read the side information on water bottles... anything can amuse me ;-)	 Because its contained inside a bottle? There is no oxygen getting to it? Ermmmmm  dunno lol. Its cute  continue :)	None	No	0	No	0	No	0
kellyblake1	Q: Why does u2018dyslexiau2019 have to be so hard to spell?<br>A: Its a trick. If you can't spell in  FAILLL>>> Into &quot;special needs&quot; class at school  while the rest of the teachers smoke weed...lol	Why does u2018dyslexiau2019 have to be so hard to spell?	 Its a trick. If you can't spell in  FAILLL>>> Into &quot;special needs&quot; class at school  while the rest of the teachers smoke weed...lol	None	No	0	No	0	No	0
kellyblake1	Q: Why don&#039;t sheep shrink in the rain?<br>A: HAHAHAHA! Wow! I love you for this comment! Thats hilarious! <3333	Why don&#039;t sheep shrink in the rain?	 HAHAHAHA! Wow! I love you for this comment! Thats hilarious! <3333	None	No	0	No	0	No	0
kellyblake1	Q: Why is &quot;Charlie&quot; short for &quot;Charles&quot; if they are both the same number of letters?<br>A: Because Charlie is also short for charlotte  and time for a story I think...  Once upon a time  there was a young girl called Charlotte. She was a pretty little girl  and everyone loved her. only one problem is  she had a great love for sports and all things male. She came out to her parents as being gay  and they wouldn't tolerate such a thing! So  they sent her to the nearby hospital and attached...pieces  and removed....bits.  She comes out  or is it still a she? His parents decided to cure the 'gay' issue  by changing her into a boy. Her former name  Charlotte had to be changed  and by rule of easiness  they changed it to Charles  so her former nickname would still be of use (they didn't want to change her name again  costing them more by deed poll). Charlie lived happily ever after  marrying the woman of his dreams... The end :)	Why is &quot;Charlie&quot; short for &quot;Charles&quot; if they are both the same number of letters?	 Because Charlie is also short for charlotte  and time for a story I think...  Once upon a time  there was a young girl called Charlotte. She was a pretty little girl  and everyone loved her. only one problem is  she had a great love for sports and all things male. She came out to her parents as being gay  and they wouldn't tolerate such a thing! So  they sent her to the nearby hospital and attached...pieces  and removed....bits.  She comes out  or is it still a she? His parents decided to cure the 'gay' issue  by changing her into a boy. Her former name  Charlotte had to be changed  and by rule of easiness  they changed it to Charles  so her former nickname would still be of use (they didn't want to change her name again  costing them more by deed poll). Charlie lived happily ever after  marrying the woman of his dreams... The end :)	None	No	0	No	0	No	0
kellyblake1	Q: Why is an alarm clock going &quot;off&quot; when it actually turns on?<br>A: Hmmm  I had SO many questions if &quot;turning on&quot; wasn't to do with Alarm Clocks. But I think you have me there...such a shame ;)	Why is an alarm clock going &quot;off&quot; when it actually turns on?	 Hmmm  I had SO many questions if &quot;turning on&quot; wasn't to do with Alarm Clocks. But I think you have me there...such a shame ;)	None	No	0	No	0	No	0
kellyblake1	Q: Why is an electrical outlet called an outlet when you plug things into it? Shouldn&#039;t it be called an inlet.<br>A: Because it pushes the power out? I feel you are trying to catch me out here missy :P	Why is an electrical outlet called an outlet when you plug things into it? Shouldn&#039;t it be called an inlet.	 Because it pushes the power out? I feel you are trying to catch me out here missy :P	None	No	0	No	0	No	0
kellyblake1	Q: Why is Greenland called green when it is covered in ice? And Iceland is called ice when its got more green?...?????<br>A: I think someone was probably holding the map upside down when they named the places :(	Why is Greenland called green when it is covered in ice? And Iceland is called ice when its got more green?...?????	 I think someone was probably holding the map upside down when they named the places :(	None	No	0	No	0	No	0
kellyblake1	Q: Why is it called a &quot;drive through&quot; if you have to stop?<br>A: Ohhh you don't! You just drive with your hand out the window  and GRABBBB! Stopping is for oldies ;)	Why is it called a &quot;drive through&quot; if you have to stop?	 Ohhh you don't! You just drive with your hand out the window  and GRABBBB! Stopping is for oldies ;)	None	No	0	No	0	No	0
kellyblake1	Q: Why is it called tourist season if we can&#039;t shoot at them?<br>A: I don't think I get this one either. Thats an epic fail...whats wrong with me today? :S	Why is it called tourist season if we can&#039;t shoot at them?	 I don't think I get this one either. Thats an epic fail...whats wrong with me today? :S	None	No	0	No	0	No	0
kellyblake1	Q: Why is it only drug dealers and software developers call their clients &#039;users&#039;?<br>A: I didn't know that drug dealers called their clients users? Or is that some joke that im not getting? lol Also ho's call their clients users ;)	Why is it only drug dealers and software developers call their clients &#039;users&#039;?	 I didn't know that drug dealers called their clients users? Or is that some joke that im not getting? lol Also ho's call their clients users ;)	None	No	0	No	0	No	0
